pedido_id,date_id,data,horario,endereco,pizza_id,pizza,quantidade,valor_total
1873,45,2024-02-14,21:40:00,"Praça Brayan Fonseca, 647, Vila Piratininga Venda Nova, 92446106 Fernandes / MG",5,Frango com Catupiry,3,149.7
1874,56,2024-02-25,21:20:00,"Conjunto Hadassa Silveira, Renascença, 94374-616 Costela / AC",10,Banana com Canela,2,87.8
1875,21,2024-01-21,20:20:00,"Lagoa de da Cruz, 46, Penha, 44511-742 Câmara / CE",5,Frango com Catupiry,3,149.7
1876,84,2024-03-24,19:20:00,"Loteamento de Albuquerque, Vila Nova Dos Milionarios, 41557-051 Brito / TO",5,Frango com Catupiry,3,149.7
1877,64,2024-03-04,20:40:00,"Rodovia Maria Vitória Cirino, 959, Vila Rica, 80171897 Siqueira Alegre / RO",1,Margherita,1,39.9
1878,32,2024-02-01,18:10:00,"Loteamento de da Mota, 26, Solar Do Barreiro, 83354-313 Cavalcanti / SC",6,Quatro Queijos,1,48.9
1879,9,2024-01-09,22:10:00,"Estrada Levi da Rocha, 58, Santa Branca, 19442-214 Albuquerque da Praia / RO",6,Quatro Queijos,3,146.7
1880,90,2024-03-30,20:00:00,"Chácara Aparecida, 40, Delta, 68418945 Cavalcante da Praia / PB",8,Vegetariana,2,95.8
1881,73,2024-03-13,21:20:00,"Esplanada Ian Lopes, 1, Savassi, 92331479 Monteiro / RR",3,Mussarela,1,41.9
1882,29,2024-01-29,21:20:00,"Estação Marques, Acaiaca, 30732-012 Pimenta / SE",7,Pepperoni,1,52.9
1883,46,2024-02-15,20:40:00,"Área Bella Mendonça, 40, João Alfredo, 14830340 Aragão do Galho / ES",2,Calabresa,2,85.8
1884,28,2024-01-28,22:45:00,"Aeroporto Otávio Aragão, 29, Caetano Furquim, 86572208 Fernandes de Minas / GO",1,Margherita,1,39.9
1885,71,2024-03-11,19:50:00,"Favela Rodrigues, 20, Vitoria, 98499-198 Pacheco / ES",4,Portuguesa,1,46.9
1886,59,2024-02-28,18:10:00,"Morro Arthur Miguel Dias, 70, Coração Eucarístico, 17054-682 Freitas / RR",5,Frango com Catupiry,3,149.7
1887,10,2024-01-10,19:40:00,"Praça Emanuelly Freitas, 76, Vila Sumaré, 49127185 da Mata / SC",8,Vegetariana,1,47.9
1888,15,2024-01-15,20:30:00,"Vale Albuquerque, 930, Vila Nova Gameleira 1ª Seção, 10800-391 Duarte de Brito / AL",5,Frango com Catupiry,2,99.8
1889,74,2024-03-14,23:50:00,"Conjunto Novaes, 61, Dom Cabral, 98335841 Vieira / MG",2,Calabresa,2,85.8
1890,50,2024-02-19,19:15:00,"Sítio Cavalcante, 59, Alto Dos Pinheiros, 30251-530 Pereira / AP",3,Mussarela,3,125.7
1891,15,2024-01-15,18:40:00,"Pátio Gabriel Moraes, 26, Goiania, 45436-221 Brito / RO",6,Quatro Queijos,1,48.9
1892,24,2024-01-24,23:50:00,"Trecho Oliveira, 283, Vila Antena Montanhês, 69018-060 Gomes / TO",10,Banana com Canela,2,87.8
1893,56,2024-02-25,20:15:00,"Jardim Araújo, Mineirão, 34813-551 da Cruz / PA",4,Portuguesa,3,140.7
1894,51,2024-02-20,19:10:00,"Campo de Mendes, 23, Céu Azul, 86296-192 Novaes / PR",6,Quatro Queijos,3,146.7
1895,70,2024-03-10,21:30:00,"Passarela Maria Eduarda Silveira, 580, Vila Copasa, 71823825 Sampaio / ES",10,Banana com Canela,2,87.8
1896,15,2024-01-15,21:30:00,"Recanto Liz Fernandes, 62, Nova Cintra, 40479081 Pimenta do Sul / TO",10,Banana com Canela,2,87.8
1897,64,2024-03-04,19:10:00,"Viaduto Macedo, 787, São João Batista, 85442162 Cardoso / MG",7,Pepperoni,2,105.8
1898,49,2024-02-18,22:20:00,"Feira Silveira, 40, Maria Virgínia, 98552065 Rodrigues / MA",5,Frango com Catupiry,2,99.8
1899,64,2024-03-04,23:40:00,"Passarela Vargas, 73, São Cristóvão, 74144044 da Mata / AL",8,Vegetariana,2,95.8
1900,49,2024-02-18,19:50:00,"Praça Costa, 99, Vila Tirol, 05498594 da Paz do Amparo / RJ",10,Banana com Canela,3,131.7
1901,61,2024-03-01,22:45:00,"Residencial de Barros, 481, Vila Primeiro De Maio, 25270534 Rodrigues / PR",4,Portuguesa,2,93.8
1902,6,2024-01-06,21:30:00,"Núcleo Mirella Caldeira, 6, Jonas Veiga, 32068-215 Abreu das Flores / PB",1,Margherita,2,79.8
1903,87,2024-03-27,21:40:00,"Recanto Aparecida, 9, Jardinópolis, 20411948 Mendes de Lima / GO",9,Chocolate,1,44.9
1904,83,2024-03-23,20:20:00,"Ladeira Lima, Dona Clara, 99612809 Monteiro de Cunha / AL",1,Margherita,2,79.8
1905,19,2024-01-19,20:40:00,"Passarela Nicole Leão, 1, Jardim Do Vale, 72555-859 Azevedo / AM",1,Margherita,2,79.8
1906,57,2024-02-26,22:45:00,"Trecho João Pedro Farias, 59, Araguaia, 25758-476 Campos das Flores / PR",3,Mussarela,1,41.9
1907,9,2024-01-09,19:30:00,"Passarela de Sousa, Conjunto Califórnia I, 29173849 Martins / MG",4,Portuguesa,3,140.7
1908,72,2024-03-12,23:00:00,"Vila Campos, 91, Monte São José, 07510-291 Teixeira / SE",2,Calabresa,3,128.7
1909,25,2024-01-25,20:50:00,"Sítio de Macedo, 520, Santa Inês, 67561015 Pires de Pimenta / MA",1,Margherita,3,119.7
1910,43,2024-02-12,18:15:00,"Parque de Gonçalves, 33, Jardim Leblon, 52303-719 Melo da Serra / PI",8,Vegetariana,1,47.9
1911,52,2024-02-21,22:30:00,"Trevo Freitas, 59, Havaí, 13471093 da Mota de Goiás / AL",6,Quatro Queijos,3,146.7
1912,27,2024-01-27,21:00:00,"Praça de Castro, 33, Vila Fumec, 21196-223 Brito da Serra / AP",4,Portuguesa,1,46.9
1913,39,2024-02-08,19:15:00,"Praça Ester Viana, 2, Jardim Vitoria, 03502244 Cardoso dos Dourados / SE",4,Portuguesa,2,93.8
1914,24,2024-01-24,23:45:00,"Aeroporto Maria Helena Ribeiro, 627, São Vicente, 89372-522 Brito / AP",7,Pepperoni,2,105.8
1915,27,2024-01-27,20:10:00,"Vila Jesus, 1, Venda Nova, 46082-674 Pires de Gomes / RR",3,Mussarela,3,125.7
1916,61,2024-03-01,19:10:00,"Avenida Moraes, 16, Vila Tirol, 50490307 Novaes da Prata / DF",4,Portuguesa,1,46.9
1917,49,2024-02-18,20:20:00,"Viaduto Maria Laura Pacheco, 82, Baleia, 37793-808 da Costa / BA",6,Quatro Queijos,3,146.7
1918,4,2024-01-04,19:10:00,"Estação de Rezende, Palmares, 43189-859 Rocha de Viana / SP",1,Margherita,1,39.9
1919,54,2024-02-23,21:20:00,"Condomínio Antônio Vasconcelos, Vila Da Ária, 65501953 Campos / MT",3,Mussarela,1,41.9
1920,89,2024-03-29,21:00:00,"Área Juan Pires, 53, Guarani, 24653-460 Guerra / SE",2,Calabresa,1,42.9
1921,25,2024-01-25,19:20:00,"Recanto Raul Correia, 72, Jardim Guanabara, 73692-544 Siqueira da Serra / AM",5,Frango com Catupiry,3,149.7
1922,36,2024-02-05,21:10:00,"Chácara Cauê Garcia, 57, Conjunto Serra Verde, 38348-219 Cavalcanti / TO",4,Portuguesa,3,140.7
1923,15,2024-01-15,18:40:00,"Residencial de Almeida, 38, Jardim Atlântico, 65282284 Marques / AL",6,Quatro Queijos,1,48.9
1924,88,2024-03-28,21:00:00,"Viela Fonseca, 753, Vila Independencia 1ª Seção, 23629-161 Câmara Grande / RR",1,Margherita,3,119.7
1925,46,2024-02-15,20:45:00,"Rua João Felipe Sá, 23, Caetano Furquim, 72673438 Rocha da Serra / AC",8,Vegetariana,3,143.7
1926,54,2024-02-23,21:10:00,"Loteamento de Novais, 74, Dom Bosco, 60514430 Lima de Araújo / MA",3,Mussarela,1,41.9
1927,70,2024-03-10,23:30:00,"Vale de Siqueira, 89, Dom Cabral, 13895051 Campos de da Cruz / CE",10,Banana com Canela,2,87.8
1928,66,2024-03-06,19:10:00,"Travessa de Moraes, 1, Parque São Pedro, 97248-410 Costela de Leão / DF",8,Vegetariana,1,47.9
1929,5,2024-01-05,22:00:00,"Vila Marques, 25, Juliana, 64559-920 Câmara da Prata / SP",2,Calabresa,1,42.9
1930,76,2024-03-16,18:50:00,"Via Castro, 833, Suzana, 57438911 da Luz do Norte / PE",7,Pepperoni,3,158.7
1931,43,2024-02-12,23:15:00,"Praia Samuel Casa Grande, 485, Acaiaca, 21799569 Ramos / PB",8,Vegetariana,1,47.9
1932,28,2024-01-28,21:20:00,"Rua Caldeira, 58, Cidade Nova, 82616-293 Azevedo de Santos / RS",6,Quatro Queijos,1,48.9
1933,7,2024-01-07,22:40:00,"Rua de Siqueira, 9, Serra Verde, 30847776 Carvalho da Serra / AP",1,Margherita,1,39.9
1934,43,2024-02-12,22:15:00,"Passarela da Rosa, 511, Custodinha, 48849244 Guerra das Flores / SE",2,Calabresa,1,42.9
1935,4,2024-01-04,22:50:00,"Estação Fogaça, 57, Vila Betânia, 24396582 Pires de Duarte / RJ",5,Frango com Catupiry,3,149.7
1936,55,2024-02-24,23:15:00,"Fazenda da Cunha, 47, Santa Monica, 63436149 Porto / MG",10,Banana com Canela,3,131.7
1937,63,2024-03-03,21:50:00,"Alameda da Paz, 76, Serra Verde, 90011242 da Cunha / DF",1,Margherita,1,39.9
1938,20,2024-01-20,20:10:00,"Lagoa Benjamin Macedo, 78, Outro, 24925-257 Fonseca da Prata / SC",5,Frango com Catupiry,3,149.7
1939,51,2024-02-20,21:15:00,"Alameda Pastor, 35, Vila Ouro Minas, 34505-653 da Mata de Minas / SP",9,Chocolate,2,89.8
1940,35,2024-02-04,18:45:00,"Campo Maysa Siqueira, 85, Boa União 2ª Seção, 82453813 Viana / MS",9,Chocolate,1,44.9
1941,65,2024-03-05,19:30:00,"Travessa de Rezende, 1, Mariano De Abreu, 02505-902 Aragão do Norte / GO",3,Mussarela,3,125.7
1942,16,2024-01-16,20:15:00,"Sítio de Santos, 622, Horto, 24047-520 Viana / ES",10,Banana com Canela,2,87.8
1943,23,2024-01-23,22:30:00,"Passarela Pastor, 620, Calafate, 82405416 Novaes / TO",7,Pepperoni,2,105.8
1944,68,2024-03-08,21:30:00,"Favela de Fogaça, 7, Vila Rica, 77213-946 Nogueira / AM",10,Banana com Canela,2,87.8
1945,27,2024-01-27,21:15:00,"Trecho de Araújo, 61, Conjunto Jatoba, 67096682 da Mota de Nascimento / BA",9,Chocolate,1,44.9
1946,46,2024-02-15,23:15:00,"Pátio de da Costa, Nova Cachoeirinha, 42868-589 Novais / AP",2,Calabresa,3,128.7
1947,39,2024-02-08,19:45:00,"Praça de da Cruz, Novo São Lucas, 18679-366 Machado da Praia / CE",8,Vegetariana,2,95.8
1948,6,2024-01-06,20:30:00,"Vale Ramos, 57, Centro, 98292753 Almeida do Norte / PA",5,Frango com Catupiry,3,149.7
1949,76,2024-03-16,23:15:00,"Área de Rocha, 6, Conjunto Paulo Vi, 69015-300 Moraes Paulista / MA",9,Chocolate,3,134.7
1950,14,2024-01-14,21:20:00,"Praça Mendes, 524, São Geraldo, 22454185 Azevedo dos Dourados / ES",5,Frango com Catupiry,3,149.7
1951,64,2024-03-04,18:40:00,"Lago Caldeira, 50, Conjunto Bonsucesso, 30619-960 Barbosa das Pedras / ES",1,Margherita,3,119.7
1952,12,2024-01-12,22:50:00,"Estrada de Viana, 63, Braúnas, 78760059 da Cunha das Pedras / GO",10,Banana com Canela,2,87.8
1953,64,2024-03-04,18:15:00,"Avenida Costa, 57, Santa Tereza, 53024-530 Cavalcante Grande / MS",3,Mussarela,2,83.8
1954,4,2024-01-04,21:30:00,"Viaduto de Carvalho, 29, Vila União, 59651-211 Sá de Rocha / PB",10,Banana com Canela,3,131.7
1955,30,2024-01-30,20:30:00,"Jardim de Farias, 3, Santa Isabel, 30479390 Mendes da Serra / CE",10,Banana com Canela,2,87.8
1956,65,2024-03-05,22:40:00,"Residencial Ana Cecília Vasconcelos, 9, São Tomaz, 74256542 Cunha de Nogueira / AM",9,Chocolate,1,44.9
1957,18,2024-01-18,23:10:00,"Trecho Júlia Costa, São Jorge 2ª Seção, 06796633 das Neves / PB",2,Calabresa,3,128.7
1958,39,2024-02-08,18:15:00,"Alameda de Almeida, 68, Vila Da Ária, 48198-877 Castro / AP",3,Mussarela,2,83.8
1959,73,2024-03-13,18:10:00,"Sítio Costa, 767, Jardim Guanabara, 84509-686 Guerra de Rios / PE",8,Vegetariana,3,143.7
1960,83,2024-03-23,19:40:00,"Distrito de Nascimento, 45, Jardim Vitoria, 39746011 Moura / RJ",5,Frango com Catupiry,2,99.8
1961,71,2024-03-11,18:40:00,"Estação Bryan Pereira, 15, Madre Gertrudes, 38353626 Ramos / RJ",6,Quatro Queijos,1,48.9
1962,70,2024-03-10,22:40:00,"Conjunto Aurora Pires, Urca, 84229-271 Novais de Novais / SC",3,Mussarela,2,83.8
1963,75,2024-03-15,18:45:00,"Alameda Henry Gabriel Sampaio, 64, Jardim Montanhês, 16741922 Lima do Amparo / SP",4,Portuguesa,2,93.8
1964,50,2024-02-19,22:00:00,"Esplanada Sales, 87, Bonfim, 37933717 Aparecida / AL",8,Vegetariana,1,47.9
1965,7,2024-01-07,22:00:00,"Viaduto Novais, 99, Barão Homem De Melo 3ª Seção, 26868396 Souza / AL",7,Pepperoni,3,158.7
1966,42,2024-02-11,22:00:00,"Largo de da Mota, 87, Vila Novo São Lucas, 65209261 Andrade de Teixeira / DF",7,Pepperoni,1,52.9
1967,88,2024-03-28,22:15:00,"Área Caleb Peixoto, Esperança, 06591-698 Almeida Grande / AL",3,Mussarela,1,41.9
1968,31,2024-01-31,20:20:00,"Viela de da Conceição, 88, Itapoa, 29030-711 Dias / AP",7,Pepperoni,1,52.9
1969,4,2024-01-04,19:10:00,"Sítio Ana Carolina Machado, 79, Alta Tensão 2ª Seção, 64848319 Azevedo das Flores / RS",9,Chocolate,2,89.8
1970,65,2024-03-05,22:30:00,"Aeroporto Guilherme Teixeira, 45, Vila Copasa, 31691-080 Marques de da Cruz / MG",5,Frango com Catupiry,1,49.9
1971,20,2024-01-20,19:15:00,"Viela Andrade, 225, Grota, 15808156 Rezende do Campo / SP",6,Quatro Queijos,3,146.7
1972,86,2024-03-26,20:15:00,"Vale Peixoto, 44, Vila Independencia 2ª Seção, 81148868 Machado / PB",7,Pepperoni,2,105.8
1973,87,2024-03-27,21:30:00,"Chácara Helena Sales, 27, Mala E Cuia, 90084285 Pires / ES",9,Chocolate,3,134.7
1974,24,2024-01-24,19:45:00,"Residencial Luan Aragão, 14, Santa Tereza, 26480-996 Silva das Pedras / PA",9,Chocolate,3,134.7
1975,64,2024-03-04,21:40:00,"Parque Isabelly Almeida, 58, Belvedere, 96726653 da Cruz do Campo / PE",8,Vegetariana,3,143.7
1976,2,2024-01-02,20:00:00,"Conjunto João Miguel Pastor, 9, Nazare, 23522433 da Paz / PR",5,Frango com Catupiry,1,49.9
1977,59,2024-02-28,22:45:00,"Via Hellena Pastor, 1, Nova America, 77091720 Souza / ES",1,Margherita,2,79.8
1978,80,2024-03-20,23:15:00,"Loteamento Amanda Pinto, 918, Vila Pinho, 00726129 Duarte / PB",3,Mussarela,2,83.8
1979,9,2024-01-09,20:10:00,"Viela de Cardoso, 16, São Gonçalo, 66537880 Silva / AL",6,Quatro Queijos,3,146.7
1980,80,2024-03-20,21:40:00,"Vereda Ana Clara Oliveira, 68, Buritis, 83170-899 da Rosa das Pedras / MT",10,Banana com Canela,2,87.8
1981,26,2024-01-26,23:50:00,"Aeroporto Yan Aragão, 55, Vila Nossa Senhora Do Rosário, 55480167 Porto / RO",6,Quatro Queijos,3,146.7
1982,24,2024-01-24,20:45:00,"Colônia Souza, 78, Vila Madre Gertrudes 2ª Seção, 84529919 Borges / PB",3,Mussarela,2,83.8
1983,22,2024-01-22,19:30:00,"Parque Vieira, 726, União, 63384-387 Carvalho de Freitas / AL",3,Mussarela,2,83.8
1984,87,2024-03-27,20:15:00,"Praça Maitê Vieira, 125, Corumbiara, 58297753 Pimenta / PI",3,Mussarela,2,83.8
1985,83,2024-03-23,20:50:00,"Praça Alícia Macedo, 10, Granja De Freitas, 41358-880 Melo / MG",3,Mussarela,1,41.9
1986,69,2024-03-09,20:00:00,"Área de Cardoso, 4, Caiçaras, 78388093 da Luz de Mendonça / ES",7,Pepperoni,2,105.8
1987,58,2024-02-27,21:40:00,"Favela Vieira, 23, Vila Antena, 62519-590 Aragão / MG",6,Quatro Queijos,1,48.9
1988,3,2024-01-03,21:40:00,"Travessa Mateus Costa, 18, Itapoa, 94365415 Silveira / MS",3,Mussarela,3,125.7
1989,12,2024-01-12,19:20:00,"Sítio de Caldeira, 25, Varzea Da Palma, 75118122 Ramos / TO",3,Mussarela,3,125.7
1990,9,2024-01-09,21:15:00,"Ladeira de Mendes, Jardinópolis, 61096520 Ribeiro Verde / DF",8,Vegetariana,3,143.7
1991,83,2024-03-23,23:10:00,"Viaduto Sabrina Fogaça, 22, Alto Caiçaras, 96863007 Sales de Minas / DF",3,Mussarela,1,41.9
1992,55,2024-02-24,18:50:00,"Área de Novaes, 4, Bairro Das Indústrias Ii, 01604-927 Santos / ES",4,Portuguesa,3,140.7
1993,74,2024-03-14,20:10:00,"Praia Barbosa, Pedreira Padro Lopes, 91512563 Leão do Campo / RS",7,Pepperoni,1,52.9
1994,72,2024-03-12,18:15:00,"Rodovia Benício Aparecida, Vila Nova Gameleira 3ª Seção, 41318479 Vasconcelos dos Dourados / RS",3,Mussarela,1,41.9
1995,22,2024-01-22,23:15:00,"Distrito Cardoso, Nova Esperança, 28521-769 Silva das Pedras / MT",8,Vegetariana,2,95.8
1996,85,2024-03-25,21:10:00,"Jardim Henrique Melo, 29, Aarão Reis, 01307952 Freitas / MT",7,Pepperoni,2,105.8
1997,56,2024-02-25,21:00:00,"Setor Dias, 3, Embaúbas, 23911-536 Machado de Marques / TO",7,Pepperoni,3,158.7
1998,57,2024-02-26,23:40:00,"Viela Jade Sá, 42, Laranjeiras, 69326-283 Vargas do Galho / SC",6,Quatro Queijos,2,97.8
1999,73,2024-03-13,20:40:00,"Favela Alexandre Pimenta, 11, Vila Jardim Montanhes, 40433593 Costela do Norte / SE",8,Vegetariana,1,47.9
2000,4,2024-01-04,21:00:00,"Largo de Fogaça, 74, Vila Fumec, 02055187 Pimenta das Pedras / GO",2,Calabresa,3,128.7
2001,63,2024-03-03,18:15:00,"Viaduto Vitor Oliveira, 81, Distrito Industrial Do Jatoba, 49447125 Pires / MS",2,Calabresa,3,128.7
2002,10,2024-01-10,23:50:00,"Lagoa de Pacheco, 87, Tres Marias, 23321472 Albuquerque do Norte / RJ",5,Frango com Catupiry,2,99.8
2003,2,2024-01-02,22:45:00,"Viela Moura, 1, Vila Real 2ª Seção, 41179766 Novaes / AP",3,Mussarela,2,83.8
2004,87,2024-03-27,21:15:00,"Residencial Ana Luiza das Neves, 74, Anchieta, 31520-677 Gonçalves / CE",3,Mussarela,3,125.7
2005,40,2024-02-09,19:20:00,"Estação Otávio Lima, 828, Comiteco, 89774757 Moraes da Mata / MS",5,Frango com Catupiry,1,49.9
2006,73,2024-03-13,23:30:00,"Alameda de Farias, 72, São José, 14406638 Farias de Aragão / PR",7,Pepperoni,3,158.7
2007,43,2024-02-12,18:30:00,"Conjunto Isaque Nunes, 80, Belmonte, 52902879 Mendes de Goiás / MS",4,Portuguesa,3,140.7
2008,31,2024-01-31,20:50:00,"Área Mendonça, 80, Vila Ipiranga, 07918449 Montenegro / PE",2,Calabresa,1,42.9
2009,11,2024-01-11,20:15:00,"Alameda Ester das Neves, Colégio Batista, 13908-451 Nascimento de Fernandes / RS",1,Margherita,2,79.8
2010,60,2024-02-29,20:15:00,"Passarela de Freitas, 31, Pirineus, 02085-441 Porto / TO",10,Banana com Canela,3,131.7
2011,44,2024-02-13,21:30:00,"Quadra de Sampaio, Santana Do Cafezal, 12725-439 Machado / MS",1,Margherita,2,79.8
2012,67,2024-03-07,23:30:00,"Feira de Ramos, 44, Solimoes, 85475-235 da Cruz de Garcia / MG",9,Chocolate,2,89.8
2013,56,2024-02-25,19:00:00,"Largo Jesus, 9, Acaiaca, 26871277 Aragão / AC",7,Pepperoni,2,105.8
2014,16,2024-01-16,22:10:00,"Setor de Silva, Dona Clara, 84717117 da Cunha Verde / PB",10,Banana com Canela,2,87.8
2015,24,2024-01-24,19:20:00,"Lago Benício Azevedo, Mantiqueira, 65455892 Barbosa / MT",2,Calabresa,2,85.8
2016,56,2024-02-25,23:40:00,"Condomínio Arthur Miguel Barbosa, 1, Céu Azul, 06213-675 Sousa do Galho / MG",7,Pepperoni,1,52.9
2017,64,2024-03-04,20:10:00,"Aeroporto Lara Lopes, 95, Mala E Cuia, 27339329 Cardoso / PA",7,Pepperoni,1,52.9
2018,20,2024-01-20,22:45:00,"Esplanada Nicole Cavalcanti, 715, Vila Da Paz, 02752838 Vasconcelos da Prata / MG",3,Mussarela,3,125.7
2019,17,2024-01-17,21:20:00,"Lagoa Stephany Moreira, 6, Conjunto Califórnia Ii, 45951451 da Conceição de Machado / MS",10,Banana com Canela,1,43.9
2020,23,2024-01-23,21:20:00,"Quadra Abreu, 34, Graça, 26104-066 Novais / SE",5,Frango com Catupiry,1,49.9
2021,60,2024-02-29,20:20:00,"Lago de Leão, 96, Santo Agostinho, 20176392 Gomes do Campo / AL",2,Calabresa,3,128.7
2022,47,2024-02-16,18:40:00,"Favela Moraes, 85, Vila Calafate, 60533960 Abreu do Galho / PB",9,Chocolate,3,134.7
2023,6,2024-01-06,21:15:00,"Morro Melina Ferreira, 44, Vila Atila De Paiva, 62063357 Sales / RN",10,Banana com Canela,2,87.8
2024,87,2024-03-27,18:40:00,"Feira de Mendonça, 33, Santa Efigênia, 30215602 Caldeira da Serra / PA",1,Margherita,2,79.8
2025,77,2024-03-17,18:50:00,"Favela André Araújo, 23, Novo São Lucas, 44756544 Gomes de Rios / SC",5,Frango com Catupiry,1,49.9
2026,38,2024-02-07,19:00:00,"Setor de Cirino, 7, Nossa Senhora De Fátima, 05845-321 Viana / AM",8,Vegetariana,2,95.8
2027,46,2024-02-15,19:00:00,"Viela Levi das Neves, 177, Das Industrias I, 46075-270 Santos de Moraes / PB",7,Pepperoni,1,52.9
2028,27,2024-01-27,21:20:00,"Residencial Calebe Farias, Barreiro, 47654663 Oliveira da Praia / RS",10,Banana com Canela,3,131.7
2029,67,2024-03-07,18:20:00,"Conjunto Cirino, 37, Santa Branca, 03654294 Vieira de da Conceição / AM",8,Vegetariana,3,143.7
2030,30,2024-01-30,21:30:00,"Pátio Cirino, Novo Ouro Preto, 72208800 Ferreira de Minas / TO",8,Vegetariana,1,47.9
2031,52,2024-02-21,18:15:00,"Praia da Rocha, 56, Vila Havaí, 95345153 Silveira Paulista / RJ",9,Chocolate,2,89.8
2032,44,2024-02-13,19:45:00,"Fazenda Gael Barbosa, 15, Itapoa, 07908-728 Lima / RJ",3,Mussarela,3,125.7
2033,17,2024-01-17,21:00:00,"Pátio Costa, 562, Nova Floresta, 03993-604 Costela de Minas / AP",7,Pepperoni,1,52.9
2034,74,2024-03-14,22:50:00,"Loteamento Carvalho, Ambrosina, 91646-142 Castro de Vieira / RN",10,Banana com Canela,1,43.9
2035,64,2024-03-04,22:20:00,"Setor de Moraes, 98, Vila Primeiro De Maio, 96992087 Carvalho / PI",2,Calabresa,2,85.8
2036,65,2024-03-05,18:00:00,"Colônia Bruno Novais, 7, Ernesto Nascimento, 18932437 Porto das Flores / PR",1,Margherita,2,79.8
2037,21,2024-01-21,18:30:00,"Morro de Barros, 71, Mariano De Abreu, 26784828 da Cruz / BA",4,Portuguesa,2,93.8
2038,11,2024-01-11,20:15:00,"Sítio Elisa Fernandes, 9, Liberdade, 40407-277 da Cunha / CE",8,Vegetariana,2,95.8
2039,17,2024-01-17,19:15:00,"Rua de Correia, Conjunto Serra Verde, 02915945 Viana Grande / RN",9,Chocolate,2,89.8
2040,39,2024-02-08,21:40:00,"Aeroporto de Mendes, 842, João Paulo Ii, 58876219 Guerra da Mata / GO",6,Quatro Queijos,3,146.7
2041,11,2024-01-11,21:00:00,"Viela de Rocha, Aguas Claras, 05746-059 Siqueira de Ferreira / AL",10,Banana com Canela,3,131.7
2042,69,2024-03-09,18:20:00,"Quadra Maria Eduarda da Cruz, 45, Gameleira, 62987-718 Santos / MA",9,Chocolate,2,89.8
2043,28,2024-01-28,18:10:00,"Passarela Monteiro, 46, Nossa Senhora Aparecida, 59120-296 Pacheco / SC",8,Vegetariana,1,47.9
2044,8,2024-01-08,20:20:00,"Condomínio Isadora Souza, 590, Vila Jardim Montanhes, 91537-965 Barbosa do Amparo / MT",10,Banana com Canela,3,131.7
2045,8,2024-01-08,22:40:00,"Rua Nunes, 635, Jaqueline, 94545132 Albuquerque de Silva / RR",4,Portuguesa,2,93.8
2046,62,2024-03-02,22:30:00,"Largo Alícia Moura, Vila Boa Vista, 43196438 Vieira / PI",7,Pepperoni,2,105.8
2047,42,2024-02-11,19:50:00,"Viaduto Rezende, Vila Aeroporto Jaraguá, 14288661 Siqueira / PR",6,Quatro Queijos,1,48.9
2048,77,2024-03-17,22:00:00,"Setor Breno Pacheco, Coração Eucarístico, 25004754 Ribeiro de Machado / PE",6,Quatro Queijos,2,97.8
2049,86,2024-03-26,18:40:00,"Morro Cassiano, 55, Biquinhas, 76436212 Farias de Casa Grande / AM",8,Vegetariana,2,95.8
2050,55,2024-02-24,23:00:00,"Recanto de Moraes, 42, Europa, 19185417 Novaes de Pimenta / RR",9,Chocolate,2,89.8
2051,59,2024-02-28,22:40:00,"Estrada de Costela, Castelo, 38812-617 Aragão Grande / DF",10,Banana com Canela,2,87.8
2052,86,2024-03-26,19:30:00,"Condomínio Luara Abreu, 4, Canaa, 51222-108 Fernandes do Norte / MS",7,Pepperoni,2,105.8
2053,84,2024-03-24,23:30:00,"Trecho Vitória Siqueira, 391, Céu Azul, 16767-019 Mendonça de Azevedo / DF",9,Chocolate,1,44.9
2054,63,2024-03-03,18:45:00,"Chácara Thales Vasconcelos, 238, Vila Barragem Santa Lúcia, 90995081 Santos do Amparo / PR",7,Pepperoni,3,158.7
2055,74,2024-03-14,20:30:00,"Campo Luísa Araújo, 39, Serra, 23427561 Pinto / TO",9,Chocolate,2,89.8
2056,88,2024-03-28,20:20:00,"Pátio Helena Câmara, 35, Carlos Prates, 53492-711 Cirino / RN",10,Banana com Canela,3,131.7
2057,81,2024-03-21,18:00:00,"Avenida Pacheco, 68, Padre Eustáquio, 49546-493 Fogaça Alegre / SP",10,Banana com Canela,1,43.9
2058,22,2024-01-22,22:00:00,"Viaduto Moura, 84, Alto Das Antenas, 02088030 Nogueira Alegre / MG",4,Portuguesa,2,93.8
2059,44,2024-02-13,19:50:00,"Ladeira da Rosa, 98, Providencia, 97457362 da Luz / TO",2,Calabresa,1,42.9
2060,12,2024-01-12,23:00:00,"Condomínio Cecilia Oliveira, 21, Grotinha, 35012-138 Garcia Grande / SP",5,Frango com Catupiry,3,149.7
2061,77,2024-03-17,18:30:00,"Setor Joana das Neves, 81, Pantanal, 62426-371 Carvalho de Cardoso / SP",9,Chocolate,1,44.9
2062,50,2024-02-19,20:00:00,"Recanto Luigi Fonseca, 78, Cônego Pinheiro 2ª Seção, 09788841 Sampaio Verde / SE",5,Frango com Catupiry,1,49.9
2063,62,2024-03-02,19:40:00,"Trevo Oliver Pires, 7, São Benedito, 72780987 Fernandes da Mata / PA",8,Vegetariana,2,95.8
2064,28,2024-01-28,18:50:00,"Vereda Maria Alice Montenegro, 8, Petropolis, 86552605 Sampaio Grande / PB",5,Frango com Catupiry,1,49.9
